eventName,eventId,year,awardName,categoryName,newCategoryName,primaryNomineeName,primaryNomineeCode,secondaryNomineeName,secondaryNomineeCode,awardNominationId,isWinner,string
"Academy Awards, USA",ev0000003,2013,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Alan Arkin'],['nm0000273'],['Argo'],['tt1024648'],an0428419,False,"{""primaryNominees"": [""nm0000273""], ""secondaryNominees"": [""tt1024648""]}"
"Academy Awards, USA",ev0000003,2013,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Philip Seymour Hoffman'],['nm0000450'],['The Master'],['tt1560747'],an0428421,False,"{""primaryNominees"": [""nm0000450""], ""secondaryNominees"": [""tt1560747""]}"
"Academy Awards, USA",ev0000003,2013,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Robert De Niro'],['nm0000134'],['Silver Linings Playbook'],['tt1045658'],an0428420,False,"{""primaryNominees"": [""nm0000134""], ""secondaryNominees"": [""tt1045658""]}"
"Academy Awards, USA",ev0000003,2013,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Tommy Lee Jones'],['nm0000169'],['Lincoln'],['tt0443272'],an0428422,False,"{""primaryNominees"": [""nm0000169""], ""secondaryNominees"": [""tt0443272""]}"
"Academy Awards, USA",ev0000003,2014,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Jared Leto'],['nm0001467'],['Dallas Buyers Club'],['tt0790636'],an0481759,True,"{""primaryNominees"": [""nm0001467""], ""secondaryNominees"": [""tt0790636""]}"
"Academy Awards, USA",ev0000003,2014,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Barkhad Abdi'],['nm5831542'],['Captain Phillips'],['tt1535109'],an0481755,False,"{""primaryNominees"": [""nm5831542""], ""secondaryNominees"": [""tt1535109""]}"
"Academy Awards, USA",ev0000003,2014,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Bradley Cooper'],['nm0177896'],['American Hustle'],['tt1800241'],an0481756,False,"{""primaryNominees"": [""nm0177896""], ""secondaryNominees"": [""tt1800241""]}"
"Academy Awards, USA",ev0000003,2014,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Jonah Hill'],['nm1706767'],['The Wolf of Wall Street'],['tt0993846'],an0481758,False,"{""primaryNominees"": [""nm1706767""], ""secondaryNominees"": [""tt0993846""]}"
"Academy Awards, USA",ev0000003,2014,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Michael Fassbender'],['nm1055413'],['12 Years a Slave'],['tt2024544'],an0481757,False,"{""primaryNominees"": [""nm1055413""], ""secondaryNominees"": [""tt2024544""]}"
"Academy Awards, USA",ev0000003,2015,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['J.K. Simmons'],['nm0799777'],['Whiplash'],['tt2582802'],an0606479,True,"{""primaryNominees"": [""nm0799777""], ""secondaryNominees"": [""tt2582802""]}"
"Academy Awards, USA",ev0000003,2015,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Edward Norton'],['nm0001570'],['Birdman or (The Unexpected Virtue of Ignorance)'],['tt2562232'],an0606477,False,"{""primaryNominees"": [""nm0001570""], ""secondaryNominees"": [""tt2562232""]}"
"Academy Awards, USA",ev0000003,2015,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Ethan Hawke'],['nm0000160'],['Boyhood'],['tt1065073'],an0606476,False,"{""primaryNominees"": [""nm0000160""], ""secondaryNominees"": [""tt1065073""]}"
"Academy Awards, USA",ev0000003,2015,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Mark Ruffalo'],['nm0749263'],['Foxcatcher'],['tt1100089'],an0606478,False,"{""primaryNominees"": [""nm0749263""], ""secondaryNominees"": [""tt1100089""]}"
"Academy Awards, USA",ev0000003,2015,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Robert Duvall'],['nm0000380'],['The Judge'],['tt1872194'],an0606475,False,"{""primaryNominees"": [""nm0000380""], ""secondaryNominees"": [""tt1872194""]}"
"Academy Awards, USA",ev0000003,2016,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Mark Rylance'],['nm0753314'],['Bridge of Spies'],['tt3682448'],an0704481,True,"{""primaryNominees"": [""nm0753314""], ""secondaryNominees"": [""tt3682448""]}"
"Academy Awards, USA",ev0000003,2016,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Christian Bale'],['nm0000288'],['The Big Short'],['tt1596363'],an0704485,False,"{""primaryNominees"": [""nm0000288""], ""secondaryNominees"": [""tt1596363""]}"
"Academy Awards, USA",ev0000003,2016,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Mark Ruffalo'],['nm0749263'],['Spotlight'],['tt1895587'],an0704484,False,"{""primaryNominees"": [""nm0749263""], ""secondaryNominees"": [""tt1895587""]}"
"Academy Awards, USA",ev0000003,2016,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Sylvester Stallone'],['nm0000230'],['Creed'],['tt3076658'],an0704482,False,"{""primaryNominees"": [""nm0000230""], ""secondaryNominees"": [""tt3076658""]}"
"Academy Awards, USA",ev0000003,2016,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Tom Hardy'],['nm0362766'],['The Revenant'],['tt1663202'],an0704483,False,"{""primaryNominees"": [""nm0362766""], ""secondaryNominees"": [""tt1663202""]}"
"Academy Awards, USA",ev0000003,2017,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Mahershala Ali'],['nm0991810'],['Moonlight'],['tt4975722'],an0808534,True,"{""primaryNominees"": [""nm0991810""], ""secondaryNominees"": [""tt4975722""]}"
"Academy Awards, USA",ev0000003,2017,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Dev Patel'],['nm2353862'],['Lion'],['tt3741834'],an0808537,False,"{""primaryNominees"": [""nm2353862""], ""secondaryNominees"": [""tt3741834""]}"
"Academy Awards, USA",ev0000003,2017,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Jeff Bridges'],['nm0000313'],['Hell or High Water'],['tt2582782'],an0808535,False,"{""primaryNominees"": [""nm0000313""], ""secondaryNominees"": [""tt2582782""]}"
"Academy Awards, USA",ev0000003,2017,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Lucas Hedges'],['nm2348627'],['Manchester by the Sea'],['tt4034228'],an0808536,False,"{""primaryNominees"": [""nm2348627""], ""secondaryNominees"": [""tt4034228""]}"
"Academy Awards, USA",ev0000003,2017,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Michael Shannon'],['nm0788335'],['Nocturnal Animals'],['tt4550098'],an0808538,False,"{""primaryNominees"": [""nm0788335""], ""secondaryNominees"": [""tt4550098""]}"
"Academy Awards, USA",ev0000003,2018,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Sam Rockwell'],['nm0005377'],"['Three Billboards Outside Ebbing, Missouri']",['tt5027774'],an0943567,True,"{""primaryNominees"": [""nm0005377""], ""secondaryNominees"": [""tt5027774""]}"
"Academy Awards, USA",ev0000003,2018,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Christopher Plummer'],['nm0001626'],['All the Money in the World'],['tt5294550'],an0943566,False,"{""primaryNominees"": [""nm0001626""], ""secondaryNominees"": [""tt5294550""]}"
"Academy Awards, USA",ev0000003,2018,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Richard Jenkins'],['nm0420955'],['The Shape of Water'],['tt5580390'],an0943563,False,"{""primaryNominees"": [""nm0420955""], ""secondaryNominees"": [""tt5580390""]}"
"Academy Awards, USA",ev0000003,2018,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Willem Dafoe'],['nm0000353'],['The Florida Project'],['tt5649144'],an0908193,False,"{""primaryNominees"": [""nm0000353""], ""secondaryNominees"": [""tt5649144""]}"
"Academy Awards, USA",ev0000003,2018,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Woody Harrelson'],['nm0000437'],"['Three Billboards Outside Ebbing, Missouri']",['tt5027774'],an0943570,False,"{""primaryNominees"": [""nm0000437""], ""secondaryNominees"": [""tt5027774""]}"
"Academy Awards, USA",ev0000003,2019,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Mahershala Ali'],['nm0991810'],['Green Book'],['tt6966692'],an1141345,True,"{""primaryNominees"": [""nm0991810""], ""secondaryNominees"": [""tt6966692""]}"
"Academy Awards, USA",ev0000003,2019,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Adam Driver'],['nm3485845'],['BlacKkKlansman'],['tt7349662'],an1141349,False,"{""primaryNominees"": [""nm3485845""], ""secondaryNominees"": [""tt7349662""]}"
"Academy Awards, USA",ev0000003,2019,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Richard E. Grant'],['nm0001290'],['Can You Ever Forgive Me?'],['tt4595882'],an1141346,False,"{""primaryNominees"": [""nm0001290""], ""secondaryNominees"": [""tt4595882""]}"
"Academy Awards, USA",ev0000003,2019,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Sam Elliott'],['nm0000385'],['A Star Is Born'],['tt1517451'],an1141347,False,"{""primaryNominees"": [""nm0000385""], ""secondaryNominees"": [""tt1517451""]}"
"Academy Awards, USA",ev0000003,2019,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Sam Rockwell'],['nm0005377'],['Vice'],['tt6266538'],an1139330,False,"{""primaryNominees"": [""nm0005377""], ""secondaryNominees"": [""tt6266538""]}"
"Academy Awards, USA",ev0000003,2020,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Brad Pitt'],['nm0000093'],['Once Upon a Time... in Hollywood'],['tt7131622'],an1295697,True,"{""primaryNominees"": [""nm0000093""], ""secondaryNominees"": [""tt7131622""]}"
"Academy Awards, USA",ev0000003,2020,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Al Pacino'],['nm0000199'],['The Irishman'],['tt1302006'],an1295698,False,"{""primaryNominees"": [""nm0000199""], ""secondaryNominees"": [""tt1302006""]}"
"Academy Awards, USA",ev0000003,2020,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Anthony Hopkins'],['nm0000164'],['The Two Popes'],['tt8404614'],an1295701,False,"{""primaryNominees"": [""nm0000164""], ""secondaryNominees"": [""tt8404614""]}"
"Academy Awards, USA",ev0000003,2020,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Joe Pesci'],['nm0000582'],['The Irishman'],['tt1302006'],an1295699,False,"{""primaryNominees"": [""nm0000582""], ""secondaryNominees"": [""tt1302006""]}"
"Academy Awards, USA",ev0000003,2020,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Tom Hanks'],['nm0000158'],['A Beautiful Day in the Neighborhood'],['tt3224458'],an1295700,False,"{""primaryNominees"": [""nm0000158""], ""secondaryNominees"": [""tt3224458""]}"
"Academy Awards, USA",ev0000003,2021,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Daniel Kaluuya'],['nm2257207'],['Judas and the Black Messiah'],['tt9784798'],an1478552,False,"{""primaryNominees"": [""nm2257207""], ""secondaryNominees"": [""tt9784798""]}"
"Academy Awards, USA",ev0000003,2021,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['LaKeith Stanfield'],['nm3147751'],['Judas and the Black Messiah'],['tt9784798'],an1482200,False,"{""primaryNominees"": [""nm3147751""], ""secondaryNominees"": [""tt9784798""]}"
"Academy Awards, USA",ev0000003,2021,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Leslie Odom Jr.'],['nm1502434'],['One Night in Miami...'],['tt10612922'],an1478553,False,"{""primaryNominees"": [""nm1502434""], ""secondaryNominees"": [""tt10612922""]}"
"Academy Awards, USA",ev0000003,2021,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Paul Raci'],['nm0705152'],['Sound of Metal'],['tt5363618'],an1478555,False,"{""primaryNominees"": [""nm0705152""], ""secondaryNominees"": [""tt5363618""]}"
"Academy Awards, USA",ev0000003,2021,Oscar,Best Performance by an Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Sacha Baron Cohen'],['nm0056187'],['The Trial of the Chicago 7'],['tt1070874'],an1478554,False,"{""primaryNominees"": [""nm0056187""], ""secondaryNominees"": [""tt1070874""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Cate Blanchett'],['nm0000949'],['The Aviator'],['tt0338751'],an0056560,True,"{""primaryNominees"": [""nm0000949""], ""secondaryNominees"": [""tt0338751""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Laura Linney'],['nm0001473'],['Kinsey'],['tt0362269'],an0056563,False,"{""primaryNominees"": [""nm0001473""], ""secondaryNominees"": [""tt0362269""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Natalie Portman'],['nm0000204'],['Closer'],['tt0376541'],an0056561,False,"{""primaryNominees"": [""nm0000204""], ""secondaryNominees"": [""tt0376541""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Sophie Okonedo'],['nm0645683'],['Hotel Rwanda'],['tt0395169'],an0056562,False,"{""primaryNominees"": [""nm0645683""], ""secondaryNominees"": [""tt0395169""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Virginia Madsen'],['nm0000515'],['Sideways'],['tt0375063'],an0056564,False,"{""primaryNominees"": [""nm0000515""], ""secondaryNominees"": [""tt0375063""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Rachel Weisz'],['nm0001838'],['The Constant Gardener'],['tt0387131'],an0057329,True,"{""primaryNominees"": [""nm0001838""], ""secondaryNominees"": [""tt0387131""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Amy Adams'],['nm0010736'],['Junebug'],['tt0418773'],an0057332,False,"{""primaryNominees"": [""nm0010736""], ""secondaryNominees"": [""tt0418773""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Catherine Keener'],['nm0001416'],['Capote'],['tt0379725'],an0057331,False,"{""primaryNominees"": [""nm0001416""], ""secondaryNominees"": [""tt0379725""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Frances McDormand'],['nm0000531'],['North Country'],['tt0395972'],an0057333,False,"{""primaryNominees"": [""nm0000531""], ""secondaryNominees"": [""tt0395972""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Michelle Williams'],['nm0931329'],['Brokeback Mountain'],['tt0388795'],an0057330,False,"{""primaryNominees"": [""nm0931329""], ""secondaryNominees"": [""tt0388795""]}"
"Academy Awards, USA",ev0000003,2007,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Jennifer Hudson'],['nm1617685'],['Dreamgirls'],['tt0443489'],an0056695,True,"{""primaryNominees"": [""nm1617685""], ""secondaryNominees"": [""tt0443489""]}"
"Academy Awards, USA",ev0000003,2007,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Abigail Breslin'],['nm1113550'],['Little Miss Sunshine'],['tt0449059'],an0056698,False,"{""primaryNominees"": [""nm1113550""], ""secondaryNominees"": [""tt0449059""]}"
"Academy Awards, USA",ev0000003,2007,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Adriana Barraza'],['nm0056770'],['Babel'],['tt0449467'],an0056696,False,"{""primaryNominees"": [""nm0056770""], ""secondaryNominees"": [""tt0449467""]}"
"Academy Awards, USA",ev0000003,2007,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Cate Blanchett'],['nm0000949'],['Notes on a Scandal'],['tt0465551'],an0056699,False,"{""primaryNominees"": [""nm0000949""], ""secondaryNominees"": [""tt0465551""]}"
"Academy Awards, USA",ev0000003,2007,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Rinko Kikuchi'],['nm0452860'],['Babel'],['tt0449467'],an0056697,False,"{""primaryNominees"": [""nm0452860""], ""secondaryNominees"": [""tt0449467""]}"
"Academy Awards, USA",ev0000003,2008,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Tilda Swinton'],['nm0842770'],['Michael Clayton'],['tt0465538'],an0052327,True,"{""primaryNominees"": [""nm0842770""], ""secondaryNominees"": [""tt0465538""]}"
"Academy Awards, USA",ev0000003,2008,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Amy Ryan'],['nm0752407'],['Gone Baby Gone'],['tt0452623'],an0052330,False,"{""primaryNominees"": [""nm0752407""], ""secondaryNominees"": [""tt0452623""]}"
"Academy Awards, USA",ev0000003,2008,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Cate Blanchett'],['nm0000949'],"[""I'm Not There""]",['tt0368794'],an0052331,False,"{""primaryNominees"": [""nm0000949""], ""secondaryNominees"": [""tt0368794""]}"
"Academy Awards, USA",ev0000003,2008,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Ruby Dee'],['nm0002039'],['American Gangster'],['tt0765429'],an0052328,False,"{""primaryNominees"": [""nm0002039""], ""secondaryNominees"": [""tt0765429""]}"
"Academy Awards, USA",ev0000003,2008,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Saoirse Ronan'],['nm1519680'],['Atonement'],['tt0783233'],an0052329,False,"{""primaryNominees"": [""nm1519680""], ""secondaryNominees"": [""tt0783233""]}"
"Academy Awards, USA",ev0000003,2009,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Penélope Cruz'],['nm0004851'],['Vicky Cristina Barcelona'],['tt0497465'],an0048905,True,"{""primaryNominees"": [""nm0004851""], ""secondaryNominees"": [""tt0497465""]}"
"Academy Awards, USA",ev0000003,2009,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Amy Adams'],['nm0010736'],['Doubt'],['tt0918927'],an0048907,False,"{""primaryNominees"": [""nm0010736""], ""secondaryNominees"": [""tt0918927""]}"
"Academy Awards, USA",ev0000003,2009,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Marisa Tomei'],['nm0000673'],['The Wrestler'],['tt1125849'],an0048909,False,"{""primaryNominees"": [""nm0000673""], ""secondaryNominees"": [""tt1125849""]}"
"Academy Awards, USA",ev0000003,2009,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Taraji P. Henson'],['nm0378245'],['The Curious Case of Benjamin Button'],['tt0421715'],an0048906,False,"{""primaryNominees"": [""nm0378245""], ""secondaryNominees"": [""tt0421715""]}"
"Academy Awards, USA",ev0000003,2009,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Viola Davis'],['nm0205626'],['Doubt'],['tt0918927'],an0048908,False,"{""primaryNominees"": [""nm0205626""], ""secondaryNominees"": [""tt0918927""]}"
"Academy Awards, USA",ev0000003,2010,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,"[""Mo'Nique""]",['nm0594898'],['Precious'],['tt0929632'],an0048297,True,"{""primaryNominees"": [""nm0594898""], ""secondaryNominees"": [""tt0929632""]}"
"Academy Awards, USA",ev0000003,2010,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Anna Kendrick'],['nm0447695'],['Up in the Air'],['tt1193138'],an0048301,False,"{""primaryNominees"": [""nm0447695""], ""secondaryNominees"": [""tt1193138""]}"
"Academy Awards, USA",ev0000003,2010,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Maggie Gyllenhaal'],['nm0350454'],['Crazy Heart'],['tt1263670'],an0048298,False,"{""primaryNominees"": [""nm0350454""], ""secondaryNominees"": [""tt1263670""]}"
"Academy Awards, USA",ev0000003,2010,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Penélope Cruz'],['nm0004851'],['Nine'],['tt0875034'],an0048299,False,"{""primaryNominees"": [""nm0004851""], ""secondaryNominees"": [""tt0875034""]}"
"Academy Awards, USA",ev0000003,2010,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Vera Farmiga'],['nm0267812'],['Up in the Air'],['tt1193138'],an0048300,False,"{""primaryNominees"": [""nm0267812""], ""secondaryNominees"": [""tt1193138""]}"
"Academy Awards, USA",ev0000003,2011,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Melissa Leo'],['nm0502425'],['The Fighter'],['tt0964517'],an0310777,True,"{""primaryNominees"": [""nm0502425""], ""secondaryNominees"": [""tt0964517""]}"
"Academy Awards, USA",ev0000003,2011,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Amy Adams'],['nm0010736'],['The Fighter'],['tt0964517'],an0310775,False,"{""primaryNominees"": [""nm0010736""], ""secondaryNominees"": [""tt0964517""]}"
"Academy Awards, USA",ev0000003,2011,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Hailee Steinfeld'],['nm2794962'],['True Grit'],['tt1403865'],an0310778,False,"{""primaryNominees"": [""nm2794962""], ""secondaryNominees"": [""tt1403865""]}"
"Academy Awards, USA",ev0000003,2011,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Helena Bonham Carter'],['nm0000307'],"[""The King's Speech""]",['tt1504320'],an0310776,False,"{""primaryNominees"": [""nm0000307""], ""secondaryNominees"": [""tt1504320""]}"
"Academy Awards, USA",ev0000003,2011,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Jacki Weaver'],['nm0915865'],['Animal Kingdom'],['tt1313092'],an0310779,False,"{""primaryNominees"": [""nm0915865""], ""secondaryNominees"": [""tt1313092""]}"
"Academy Awards, USA",ev0000003,2012,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Octavia Spencer'],['nm0818055'],['The Help'],['tt1454029'],an0367888,True,"{""primaryNominees"": [""nm0818055""], ""secondaryNominees"": [""tt1454029""]}"
"Academy Awards, USA",ev0000003,2012,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Bérénice Bejo'],['nm0067367'],['The Artist'],['tt1655442'],an0367884,False,"{""primaryNominees"": [""nm0067367""], ""secondaryNominees"": [""tt1655442""]}"
"Academy Awards, USA",ev0000003,2012,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Janet McTeer'],['nm0005216'],['Albert Nobbs'],['tt1602098'],an0367887,False,"{""primaryNominees"": [""nm0005216""], ""secondaryNominees"": [""tt1602098""]}"
"Academy Awards, USA",ev0000003,2012,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Jessica Chastain'],['nm1567113'],['The Help'],['tt1454029'],an0367885,False,"{""primaryNominees"": [""nm1567113""], ""secondaryNominees"": [""tt1454029""]}"
"Academy Awards, USA",ev0000003,2012,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Melissa McCarthy'],['nm0565250'],['Bridesmaids'],['tt1478338'],an0367886,False,"{""primaryNominees"": [""nm0565250""], ""secondaryNominees"": [""tt1478338""]}"
"Academy Awards, USA",ev0000003,2013,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Anne Hathaway'],['nm0004266'],['Les Misérables'],['tt1707386'],an0428426,True,"{""primaryNominees"": [""nm0004266""], ""secondaryNominees"": [""tt1707386""]}"
"Academy Awards, USA",ev0000003,2013,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Amy Adams'],['nm0010736'],['The Master'],['tt1560747'],an0428424,False,"{""primaryNominees"": [""nm0010736""], ""secondaryNominees"": [""tt1560747""]}"
"Academy Awards, USA",ev0000003,2013,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Helen Hunt'],['nm0000166'],['The Sessions'],['tt1866249'],an0428427,False,"{""primaryNominees"": [""nm0000166""], ""secondaryNominees"": [""tt1866249""]}"
"Academy Awards, USA",ev0000003,2013,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Jacki Weaver'],['nm0915865'],['Silver Linings Playbook'],['tt1045658'],an0428428,False,"{""primaryNominees"": [""nm0915865""], ""secondaryNominees"": [""tt1045658""]}"
"Academy Awards, USA",ev0000003,2013,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Sally Field'],['nm0000398'],['Lincoln'],['tt0443272'],an0428425,False,"{""primaryNominees"": [""nm0000398""], ""secondaryNominees"": [""tt0443272""]}"
"Academy Awards, USA",ev0000003,2014,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,"[""Lupita Nyong'o""]",['nm2143282'],['12 Years a Slave'],['tt2024544'],an0481762,True,"{""primaryNominees"": [""nm2143282""], ""secondaryNominees"": [""tt2024544""]}"
"Academy Awards, USA",ev0000003,2014,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Jennifer Lawrence'],['nm2225369'],['American Hustle'],['tt1800241'],an0481761,False,"{""primaryNominees"": [""nm2225369""], ""secondaryNominees"": [""tt1800241""]}"
"Academy Awards, USA",ev0000003,2014,Oscar,Best Performance by an Actress in a Supporting Role,Best Performance by an Actress in a Supporting Role,['Julia Roberts'],['nm0000210'],['August: Osage County'],['tt1322269'],an0481763,False,"{""primaryNominees"": [""nm0000210""], ""secondaryNominees"": [""tt1322269""]}"
